date,numeric0,numeric1,categorical0,time,target
2002-11-24,2169,2,a,23:17:19,0
1980-06-01,2908,6,c,20:49:41,0
2001-04-18,6424,3,b,09:35:21,0
2004-05-21,3749,8,a,04:31:03,0
2008-10-07,5507,,b,08:37:30,0
2016-05-11,5659,5,b,05:32:34,0
2015-10-16,1101,,c,15:14:24,0
1980-04-17,6060,9,b,15:52:41,0
2016-03-05,106,6,a,19:02:00,1
2012-03-10,7426,8,b,19:47:28,0
1996-01-08,7196,,a,23:28:55,1
1981-10-04,4392,,a,05:12:28,0
1999-10-04,956,1,b,13:18:58,0
2014-10-10,3530,4,b,16:03:27,0
2012-03-03,4197,2,a,20:48:42,1
2006-04-20,1249,3,a,16:38:53,0
2001-02-06,4715,8,a,21:20:55,1
1984-05-04,1098,,c,04:09:45,0
1980-01-20,3063,,c,23:08:33,0
2016-08-29,6009,3,b,12:40:16,0
1973-06-21,7065,,b,17:26:52,0
1993-08-24,3749,,c,15:40:37,0
2002-08-18,1687,8,c,02:47:43,0
2008-05-13,8746,3,c,11:22:08,0
1992-08-07,4816,0,b,11:46:42,0
2013-08-22,6553,,a,03:28:51,0
1993-04-05,2154,6,b,00:02:03,0
2011-11-15,4064,3,a,10:41:03,0
2013-12-20,2481,,a,10:14:02,1
1990-11-01,9491,,a,03:24:38,0
1972-04-15,1362,6,c,01:58:26,0
1982-05-14,3951,6,b,08:47:11,0
1972-07-25,9018,,b,08:34:50,0
1985-02-20,3148,3,b,00:04:23,0
1997-08-25,7412,7,a,18:05:35,0
1980-02-27,1024,5,b,06:38:18,0
2004-03-20,9283,,c,14:34:12,0
1972-07-16,6595,,a,11:33:58,1
2008-03-23,4490,,b,16:09:34,0
2011-05-12,8009,,b,00:32:48,0
2009-01-08,8643,5,a,12:25:23,1
1978-10-04,5967,,a,07:42:41,1
1970-10-29,4503,,a,17:12:55,0
1993-08-07,2899,,b,13:46:32,0
2000-04-22,5299,,a,17:21:23,1
1972-07-07,7049,,c,05:31:06,0
2019-01-13,9744,5,b,13:31:39,0
1989-06-16,3175,0,b,17:26:16,0
1983-03-27,2471,6,c,09:11:03,0
2001-08-10,2553,4,b,21:18:19,0
1975-02-17,5405,5,b,20:13:44,0
1977-04-03,8796,4,c,01:06:00,0
1998-06-21,9762,5,a,12:10:22,0
1972-11-29,5679,3,a,10:34:22,1
1993-06-06,8665,,c,13:11:06,0
1992-11-23,8265,4,c,23:20:41,0
2002-12-15,2311,,c,08:38:25,0
1987-05-02,153,,a,20:21:41,1
1987-04-13,2939,,b,11:47:24,0
2008-10-31,2527,,a,19:59:53,0
2013-03-04,2428,,a,20:35:40,1
2011-05-29,3244,,b,01:07:22,0
1991-08-29,8165,3,c,04:58:01,0
2019-06-13,3920,,b,08:49:28,0
1977-10-31,1681,1,a,14:20:41,0
2017-03-16,7762,4,a,04:29:24,1
1991-05-01,6168,9,c,18:56:04,0
2007-01-19,3676,2,a,13:54:38,0
1975-06-03,9856,7,c,07:57:24,0
1988-05-07,1240,3,a,01:44:13,0
1983-01-04,3856,1,a,00:01:51,0
2004-05-14,578,,b,13:33:34,0
2015-11-17,8030,2,c,08:56:30,0
2007-07-25,2056,,a,10:54:17,1
1992-11-15,5811,6,c,10:25:19,0
1997-06-25,6077,9,b,14:16:03,0
1984-08-20,7191,8,a,20:56:20,0
1975-09-20,5316,2,a,02:05:01,0
2018-02-09,7759,,c,19:00:12,0
2018-12-31,8076,,b,19:08:14,0
2018-06-28,9773,,b,22:22:01,0
1972-02-01,3562,5,c,03:22:58,0
1976-01-19,2170,,b,16:52:10,0
1988-11-08,1819,,b,21:45:21,0
1995-02-14,8004,6,b,14:14:24,0
2007-10-09,9291,7,a,16:14:39,0
1973-04-15,4690,7,b,03:24:38,1
1970-10-13,2220,8,b,23:29:42,0
1990-08-15,2992,1,b,10:09:43,0
2012-06-06,5852,,b,10:21:12,0
1993-03-21,7390,4,a,06:34:59,0
1983-01-24,8509,,a,15:30:17,0
2009-09-22,2731,,b,11:40:44,0
2004-09-11,7838,,b,20:00:56,0
2013-02-21,8254,8,c,22:58:42,0
1972-02-15,2915,,b,18:43:29,0
1972-08-21,4042,,b,02:21:17,0
2001-09-14,5319,,a,10:51:09,1
1980-10-04,2485,,c,16:16:30,0
1996-05-04,6989,3,a,13:51:43,1
1976-02-01,9185,,a,14:09:56,0
2000-01-08,1964,,b,11:12:33,0
1981-03-26,406,9,c,16:17:38,0
1979-09-14,8051,3,c,20:21:43,0
1975-09-16,2671,,c,23:27:20,0
2000-02-19,6411,,b,10:52:10,0
1990-07-01,9580,5,c,21:37:47,0
2007-12-03,8082,,c,05:28:56,0
1999-03-02,8366,7,c,15:34:44,0
2009-06-05,1046,8,c,16:04:32,0
1998-10-14,1539,,c,16:13:19,0
1999-02-28,8157,3,a,01:14:37,1
1982-02-09,605,,c,16:05:32,1
1977-01-19,3881,8,c,19:43:53,0
2017-12-18,9501,,c,02:36:44,0
2013-04-04,9973,4,b,07:27:50,0
2003-08-30,9978,,a,06:43:38,1
2006-02-24,2526,,a,01:21:38,0
2000-08-26,3227,5,c,07:32:36,0
1977-05-21,5319,,b,17:31:16,0
2007-10-15,5934,,c,07:34:16,0
2003-12-12,3657,,b,19:14:36,0
1980-10-03,2974,4,c,16:29:31,0
2012-05-26,1268,,c,01:31:42,0
1985-10-07,7387,,b,17:43:47,0
2014-04-22,7910,,c,16:06:05,0
1973-03-04,1563,2,c,05:55:22,0
1984-05-17,8752,,a,20:30:48,1
2016-07-22,9066,,c,17:28:24,0
1996-10-17,6889,1,c,10:57:24,0
2014-05-16,7251,0,c,13:12:02,0
1982-06-30,4536,6,c,23:14:12,0
2004-03-25,6595,,c,18:01:41,0
1991-08-06,1527,,a,19:14:07,0
2000-12-26,7944,5,b,13:56:11,0
2002-06-09,2089,1,b,05:36:36,0
1990-03-08,9119,4,a,00:40:21,1
1970-03-02,3721,1,b,15:14:49,0
1971-04-12,3279,4,a,14:10:40,1
1975-03-24,3257,,a,01:40:02,0
1988-11-16,2391,,a,08:27:20,0
1996-05-14,8079,,b,00:25:57,0
2001-06-22,2852,2,c,13:23:06,0
1992-12-25,2003,,c,08:16:06,0
1987-11-14,6415,,b,21:26:50,0
2013-06-30,1198,6,c,06:50:49,0
1971-02-02,7238,4,b,08:21:42,0
2005-01-15,7988,5,b,07:06:09,0
1992-10-02,3493,,b,19:38:26,0
2015-08-24,4809,,a,08:13:44,0
1992-01-29,4292,1,a,18:54:29,1
2007-11-07,2609,0,c,08:23:19,0
1981-07-16,8843,8,b,22:41:29,0
1980-01-30,9459,,c,18:10:38,0
1983-02-06,2251,6,c,10:01:12,0
1996-01-28,792,3,a,23:25:29,1
2008-03-26,7598,8,c,20:55:24,0
2005-11-03,8244,,a,06:41:37,0
2000-12-19,698,,c,10:54:11,0
1994-06-18,1986,,b,14:52:21,0
1976-07-26,2919,0,a,12:52:55,1
1991-11-06,5917,,c,09:13:52,0
1988-02-04,6247,9,a,01:08:22,1
2014-08-14,8498,,a,23:28:52,1
1977-09-13,5635,6,a,04:32:00,1
1986-08-01,634,1,b,01:04:59,0
2012-08-04,1866,7,b,21:53:34,0
2018-01-10,76,,c,09:56:02,0
1971-02-02,8287,,c,23:19:32,0
2000-04-23,6311,,b,21:14:46,0
1993-11-22,1627,7,b,13:27:03,0
2007-02-06,6057,2,a,15:14:22,0
1982-11-02,1238,,c,11:24:07,0
2000-08-06,7403,9,c,17:53:28,0
2015-09-25,3437,7,a,16:13:23,1
1979-11-02,9776,,a,05:17:27,1
1971-01-27,4594,,b,14:44:18,0
1986-12-26,9854,,b,10:15:39,0
2016-06-17,2885,4,c,12:47:54,0
1987-02-19,7451,,a,22:20:02,1
1997-06-03,1169,3,b,18:34:42,0
1986-11-20,2944,,b,20:44:47,0
2009-10-08,7706,9,a,18:40:32,1
1995-06-24,5222,1,a,07:17:52,1
1998-09-15,9490,4,c,16:16:48,0
2013-07-27,6188,,b,05:42:03,0
1980-03-22,7215,9,c,01:37:49,0
2000-10-26,1938,2,b,13:22:16,0
1989-05-05,478,1,c,21:53:14,1
1989-03-21,5257,9,a,12:40:16,0
1993-07-27,8668,,a,08:08:20,0
1996-06-03,5953,,a,16:07:05,1
2008-04-24,2963,,c,12:59:25,0
2017-08-22,2688,3,a,18:03:14,1
1974-01-30,2589,3,a,06:53:58,0
1991-02-10,8470,,b,01:50:24,0
1981-10-06,8080,9,c,06:30:34,0
1984-12-22,2113,6,b,13:06:04,0
1992-02-16,2661,2,c,14:36:16,0
1978-02-06,4504,6,b,09:21:42,0
1979-04-21,3737,3,a,03:19:31,0
1980-01-15,6952,3,b,16:45:50,0
1974-10-07,6279,,b,10:05:13,0
2015-09-22,8866,,b,05:49:40,0
1990-09-19,4619,5,a,05:49:53,0
1975-01-02,7343,,c,21:24:52,0
1974-12-22,6427,5,a,22:54:10,0
1975-01-12,4102,6,b,09:27:56,0
1998-11-29,2377,,b,22:47:52,0
1971-09-07,9481,8,b,22:46:39,0
2004-05-02,7731,4,b,06:35:13,0
1997-11-23,922,3,b,22:59:39,1
1987-02-06,3651,3,c,03:26:50,0
1996-05-25,8241,,b,23:02:24,0
2016-09-29,8045,6,b,14:29:31,0
1990-06-04,8339,7,c,04:20:33,0
1978-12-01,6838,,b,16:47:14,0
1996-05-17,3996,,b,14:06:42,0
2004-02-14,7992,2,a,04:30:57,0
2013-10-17,3484,,b,18:59:11,0
2007-07-12,9799,7,b,21:16:00,0
1997-02-18,4791,,b,22:03:43,0
1998-01-01,4428,3,a,01:59:00,1
1983-10-28,5053,9,a,02:16:49,0
2008-10-14,6666,,a,00:25:28,1
2005-10-22,1412,,a,05:02:13,0
1984-12-16,1264,7,c,04:11:04,0
2005-03-07,1543,,c,02:07:41,0
2001-05-24,1328,,c,03:45:31,0
2009-08-04,7972,0,b,09:22:11,0
2000-12-03,94,7,a,04:50:15,1
1996-04-06,5328,,c,07:41:12,0
1977-07-08,4425,2,c,16:26:02,0
1992-02-28,4212,,b,12:01:25,0
1992-10-31,2754,,b,21:45:28,0
1975-04-23,6978,,c,02:40:59,0
1976-07-20,5435,9,a,21:15:51,1
2001-08-06,9576,1,c,05:55:31,0
1971-02-26,9788,5,c,14:07:58,0
1982-05-16,6648,,a,14:46:51,0
1972-12-31,3438,,c,06:42:34,0
2008-02-03,4589,4,a,13:04:08,1
2009-08-17,862,,b,15:20:02,0
1990-05-29,7918,,b,18:40:25,0
1985-09-23,6427,4,c,23:39:39,0
2008-10-18,5050,,c,12:32:35,0
1988-03-21,7129,6,b,16:34:00,0
1972-12-26,246,5,a,22:27:00,1
1982-09-08,407,2,c,05:36:30,1
1998-11-16,9309,6,a,17:25:29,0
1990-06-28,5269,,c,15:04:11,0
2006-09-22,7320,8,a,22:20:45,0
2013-10-03,9071,4,a,00:58:18,0
2010-09-10,9407,9,b,11:22:43,0
2008-05-02,9954,1,a,13:06:02,1
1988-03-25,8292,,b,05:21:47,0
1975-03-24,3786,9,a,07:27:49,1
2017-07-17,9415,,b,00:41:31,0
2003-12-08,6954,,a,23:09:55,0
1970-02-26,7183,,a,01:22:34,0
1991-08-21,2791,,a,10:57:09,0
2003-04-25,6828,2,b,22:57:19,0
1987-07-18,2131,6,c,00:33:19,0
1999-07-22,1726,,c,11:27:25,0
1977-04-05,1532,,b,14:01:00,0
2008-12-11,6284,4,c,20:38:41,0
1998-04-11,7298,,b,02:57:36,0
2015-08-24,5944,0,c,17:21:44,0
1973-06-16,343,7,b,18:58:08,0
2012-08-12,8136,7,a,11:53:05,0
1979-10-06,8578,7,b,13:28:13,0
2012-08-25,2773,,b,03:16:29,0
2016-11-20,6461,6,b,22:38:42,0
2019-01-25,8185,,c,18:24:28,0
2017-03-09,5826,,a,03:11:59,1
1980-12-03,3679,8,a,15:09:08,0
2019-01-27,8555,4,b,01:33:02,0
1997-10-09,1847,3,b,13:53:11,0
1993-09-19,4702,5,a,22:31:44,0
1991-05-02,1796,3,c,15:38:46,0
2016-03-14,9112,,b,20:27:13,0
1974-05-09,85,,b,10:14:32,0
1983-08-09,7899,,a,19:22:49,0
1995-01-15,3591,1,c,10:19:33,0
2016-10-14,6860,0,a,14:07:46,0
1978-11-11,513,,a,05:40:21,1
1988-08-26,5735,,a,12:28:16,1
1986-07-04,7509,5,b,07:43:18,0
1975-01-08,4466,,b,12:33:40,0
1992-11-19,1981,9,c,18:15:56,0
1992-05-29,4969,,c,23:33:11,0
1992-07-26,322,5,c,18:18:56,0
1980-04-21,8247,6,b,15:04:07,0
1973-07-18,4216,,b,19:38:01,0
1994-12-04,4477,,c,17:29:44,0
1993-03-17,3613,,c,19:15:22,0
1981-05-15,2114,,a,06:49:31,0
2002-07-06,4848,,a,09:01:21,0
2001-06-09,7982,,b,01:07:17,0
2014-07-25,3476,,a,09:14:03,0
1993-12-04,4881,,a,12:10:49,1
1986-06-15,5922,,b,13:33:05,0
1992-10-08,5453,,c,17:04:56,0
1979-06-01,710,0,a,10:38:01,1
1998-01-24,3182,0,a,20:00:15,0
1980-07-11,6687,,a,01:19:15,1
1978-07-11,2310,,c,20:53:41,0
1971-05-17,8821,,c,18:16:25,0
1983-03-26,7284,1,b,02:34:51,0
1990-11-16,8063,,c,05:36:08,0
2019-01-15,7741,4,c,19:54:10,0
1976-03-17,2253,,a,05:12:07,0
2012-11-24,7545,3,b,07:46:34,0
1998-03-21,1584,0,a,05:20:28,0
1981-03-04,2408,,b,08:18:43,0
2003-06-17,9095,,a,10:30:54,0
1996-05-15,9748,,b,18:58:25,0
1996-11-13,7513,,a,13:02:19,0
2009-11-13,1095,,b,11:03:13,0
2002-06-03,3347,4,a,23:56:44,0
1995-06-11,7576,,c,04:45:30,0
1975-04-20,4541,,b,07:25:59,0
2007-03-07,5341,6,a,11:57:30,1
2004-05-08,5766,4,c,09:49:01,0
1992-10-31,1192,6,a,08:48:36,0
2007-01-15,9187,,c,06:00:31,0
1987-10-17,8004,,c,01:34:01,0
1989-02-21,8524,,b,05:20:15,0
2010-02-04,1096,,c,15:59:14,0
2001-01-17,7626,,c,00:15:36,0
2001-02-02,6828,,a,00:17:35,0
2003-04-01,2407,,b,17:29:07,0
2003-08-02,9666,8,a,09:10:34,0
1989-12-13,6651,,c,07:20:58,0
1971-01-08,3310,,b,20:08:57,0
2015-08-27,3312,,b,08:47:44,0
2002-09-22,6018,,c,16:55:52,0
2016-05-20,1769,,b,20:40:11,0
2008-08-30,8176,,b,03:09:52,0
2014-11-08,2542,5,c,19:26:10,0
2008-12-19,7979,,c,00:26:24,0
1982-09-24,7966,,a,20:27:58,0
1972-09-16,3253,9,a,21:04:41,0
1984-06-06,921,,a,10:18:52,0
1994-08-03,4049,7,c,02:35:40,0
1976-10-04,7672,5,b,00:13:45,0
1991-05-20,8548,,a,05:34:16,0
1985-07-31,7858,,a,10:04:25,0
2016-08-30,7062,4,b,01:15:59,0
1980-07-04,498,,a,10:34:18,1
1971-06-06,395,,c,12:35:52,0
2018-07-20,9934,8,c,10:20:22,0
2000-07-16,9785,,c,11:30:21,0
2006-01-27,5614,,a,21:06:12,0
1989-07-28,8870,1,b,04:04:36,0
2008-06-06,9621,,c,05:08:48,0
1989-11-01,9532,,a,22:14:27,0
1974-06-21,1534,,a,21:05:03,0
2000-09-25,5834,2,b,06:28:36,0
1981-02-03,1390,,c,21:53:35,0
1989-10-28,2801,7,b,21:02:40,0
1986-12-26,6802,4,c,16:52:53,0
1985-10-22,8379,7,c,19:05:03,0
1978-09-07,8948,3,b,06:38:09,0
1994-06-25,423,,b,20:50:02,0
2017-02-05,9923,8,b,07:51:28,0
2006-04-20,9509,9,a,13:13:17,0
2006-03-06,6233,4,a,21:40:36,0
1983-11-26,7792,9,b,14:58:25,0
1972-03-31,8031,0,c,11:22:16,0
1995-02-21,1258,5,b,06:07:52,0
2001-04-17,3368,6,b,13:58:14,0
1988-01-13,322,,a,09:17:09,1
2017-07-05,1192,,c,02:31:26,0
1993-12-02,6371,,b,15:43:10,0
1972-03-14,7365,,b,05:19:25,0
2005-12-29,7341,,b,23:37:01,0
1996-01-06,138,,b,00:15:57,0
2014-08-07,3948,8,c,12:44:36,0
1993-01-23,422,,c,00:14:35,1
1998-09-30,933,5,a,10:39:11,0
1973-01-24,6339,7,b,14:30:12,0
1975-05-01,7025,6,a,07:13:24,1
1982-05-08,7347,,c,13:17:20,0
1996-10-12,8918,9,a,17:03:47,0
1971-04-19,7732,0,c,01:42:17,0
2004-09-11,6730,9,c,15:08:55,0
2009-01-28,38,8,a,20:07:53,0
2014-06-14,4002,8,c,05:36:48,0
1982-12-16,3951,3,b,03:26:28,0
1981-04-09,1388,,c,07:49:43,0
1986-01-03,1406,,b,11:17:52,0
1986-08-26,9681,8,a,08:51:52,0
2017-01-11,9120,,c,15:06:13,0
1973-06-16,824,,c,10:50:30,1
1972-04-08,5564,0,c,15:45:02,0
1996-07-01,3397,8,c,03:40:18,0
1985-09-27,2254,,a,10:31:22,0
1972-08-15,7726,,a,19:44:20,1
1977-05-17,4900,9,a,20:26:08,1
1987-09-15,5305,,b,23:17:19,0
1991-09-05,4666,,a,00:37:37,0
1995-11-04,6108,8,a,05:23:27,0
2012-10-11,2134,6,c,15:32:02,0
1984-11-03,7170,,b,00:32:18,0
1982-07-01,3254,8,a,17:29:52,0
1994-08-10,6253,,b,08:55:07,0
2001-06-13,3883,1,c,05:43:08,0
1991-02-07,3354,,b,07:11:15,0
1999-04-03,3152,,a,03:43:09,1
1983-12-05,8981,,b,07:11:40,0
2009-03-21,7474,,b,16:25:13,0
1975-11-02,671,3,a,03:36:42,1
2016-02-17,6956,1,c,18:55:54,0
1988-12-08,3787,,a,09:55:54,0
2019-04-17,6847,,b,00:32:05,0
1993-07-16,1665,,c,04:10:16,0
2014-05-23,3489,,c,07:22:57,0
1988-04-09,9833,,b,05:19:39,0
1980-05-26,7260,,b,18:04:05,0
1986-02-04,3204,8,b,02:32:34,0
1980-01-16,2226,,c,01:13:11,0
1996-10-17,7710,2,c,07:07:39,0
1978-09-30,9485,,c,15:58:51,0
2018-05-02,9285,,a,23:49:26,0
1985-01-17,2040,7,a,16:23:51,0
1997-10-20,4699,5,b,15:42:00,0
1986-09-18,8301,6,b,05:32:56,0
1989-08-14,9067,4,a,21:21:44,0
2008-10-04,3101,,a,00:54:28,0
2006-07-01,8775,4,a,21:09:13,1
2007-08-09,9161,7,a,06:27:13,0
2013-08-26,1535,7,a,23:19:30,1
1978-04-30,3957,,b,08:03:22,0
2006-07-28,3438,5,c,13:17:56,0
2013-07-03,4184,,c,15:18:15,0
2015-07-13,8186,,a,11:47:35,0
1983-08-26,414,,b,19:57:38,0
1996-01-02,5468,4,b,11:45:41,0
1977-06-06,7779,6,a,02:06:21,0
1984-01-25,1955,7,a,19:26:02,0
1985-01-08,1935,4,c,20:15:09,0
1975-03-25,3888,4,a,04:54:02,1
2013-04-18,6681,,c,10:35:53,0
1990-06-20,368,,c,14:43:31,0
1988-10-30,3666,,c,23:59:48,0
1998-09-05,8949,1,b,18:27:08,0
2005-08-27,5678,,c,08:54:24,0
1984-10-17,4611,2,a,18:50:17,1
1986-01-01,754,,b,08:17:58,0
1973-06-04,4909,7,b,11:05:24,0
1979-04-18,8688,,c,07:48:05,0
1975-06-20,7641,9,a,08:59:32,0
1989-09-30,3941,,a,15:53:25,0
2006-04-13,6274,,b,18:16:08,0
1983-10-07,5629,,b,10:44:30,0
2009-01-07,8525,1,a,13:11:20,0
2012-04-22,8115,,a,09:46:34,0
2006-10-16,6399,4,a,22:51:12,0
1984-05-11,6542,,c,07:55:31,0
2010-07-31,7654,,b,22:09:03,0
1992-02-23,3909,5,a,11:43:22,1
2008-04-11,9705,9,b,00:24:10,0
1973-05-18,8335,2,c,22:33:24,0
2006-01-17,4467,0,c,12:12:17,0
1999-06-22,7164,0,c,04:50:03,0
2015-09-30,4352,,b,17:52:36,0
1996-04-29,980,9,a,01:20:47,1
1986-11-10,2831,,c,04:50:07,0
1993-05-14,8925,0,a,01:58:23,0
1976-11-08,5110,4,a,02:43:05,1
1987-12-14,4603,,b,00:17:16,0
1990-07-21,6271,,c,04:58:47,0
1983-04-13,3,,c,05:40:10,0
2018-05-17,5945,5,c,15:08:59,0
1979-04-16,9496,8,b,17:03:06,0
2005-06-19,5694,,b,16:11:40,0
2009-07-05,7209,0,a,22:08:50,0
2019-01-31,3893,4,b,09:55:12,1
1993-11-10,1413,,a,05:48:39,0
2010-04-28,6169,9,a,18:55:33,0
2011-11-13,473,,c,10:52:43,0
1970-08-27,9861,0,c,20:20:40,0
1971-09-06,8409,0,a,04:54:58,0
2005-11-19,8510,8,a,07:30:52,0
1979-04-11,4703,6,b,13:22:33,0
2008-03-13,8230,8,b,16:33:06,0
1994-09-13,245,,a,23:06:27,1
2013-03-30,3299,,a,14:49:26,0
1975-02-14,7274,7,c,00:53:26,0
1997-04-12,6907,1,b,04:02:51,0
1993-04-18,379,,c,17:07:41,0
1981-09-08,5060,,a,07:31:17,0
1996-01-20,9034,5,a,01:37:13,0
2005-07-15,5955,7,b,11:45:44,0
1980-07-06,8986,,b,22:22:52,0
2001-01-10,199,1,b,10:06:52,0
1983-07-07,1321,9,b,05:24:28,0
1974-12-30,7584,,a,07:52:00,0
2015-11-09,1726,,b,11:17:50,0
1970-09-26,3420,7,b,14:38:14,0
2003-11-02,4982,,b,18:44:48,0
1980-01-06,8213,,c,19:36:05,0
2011-04-08,4552,4,c,09:58:56,0
1987-04-16,4437,8,b,22:53:48,0
1990-01-08,3167,2,c,10:52:28,0
2013-11-03,894,,a,23:59:22,0
2011-06-22,2298,2,a,13:42:09,1
2000-06-05,3646,,b,22:38:47,0
2019-08-18,5437,,c,01:23:01,0
1989-09-21,2241,,c,11:53:44,0
2014-12-06,3750,,b,21:34:29,0
1970-11-11,9151,6,a,04:59:42,0
1974-04-23,8938,6,c,14:54:17,0
1990-02-07,3727,5,c,17:37:39,0
1982-07-20,8595,7,a,17:31:40,1
1978-10-16,183,,a,03:03:22,1
2015-01-18,1082,1,a,19:38:53,1
2008-09-02,5291,,c,19:22:25,0
2000-08-22,8566,8,b,05:55:18,0
1998-10-29,8043,,c,12:32:45,0
1977-09-25,5325,9,c,20:39:59,0
1993-04-11,7662,,b,16:48:59,0
1980-08-31,6320,,c,17:24:04,0
1997-05-07,1976,,b,07:59:30,0
1994-03-28,9248,,a,13:49:54,0
2002-12-30,2662,,c,00:05:03,0
1978-09-12,9727,3,c,23:22:38,0
1994-06-14,3492,,a,09:43:41,0
2017-12-27,3888,2,b,04:09:00,0
1971-09-05,3369,4,b,10:34:27,0
1981-11-05,250,,a,08:33:27,1
1990-05-23,7602,,b,22:42:16,0
1978-01-01,614,,b,12:34:48,0
1982-07-22,2674,9,b,06:15:53,0
1976-02-20,5188,,a,05:49:58,0
2013-02-21,3812,6,a,20:12:42,1
1982-03-16,6706,,c,06:52:13,0
1990-08-23,1041,5,c,12:43:36,0
2002-02-04,2042,,a,21:35:01,0
1973-03-04,6597,,c,13:14:01,0
1981-10-28,1571,,b,02:56:47,0
2009-10-09,4886,,b,21:54:46,0
1988-11-14,9878,1,b,11:51:16,0
2011-10-27,5944,,c,03:19:30,0
1973-01-21,2100,3,a,07:52:54,0
1985-10-22,4962,,b,04:14:58,0
2009-12-11,5318,,b,00:41:54,0
2006-09-14,5723,,c,22:00:29,0
2017-07-22,265,,c,21:30:23,0
1975-09-23,4056,,c,18:09:12,0
2008-10-03,588,2,a,10:11:22,1
1972-12-21,2103,,a,23:49:33,0
2012-12-16,7082,,a,02:08:54,0
2015-05-06,1599,,b,07:11:24,0
1974-05-06,1059,9,b,08:41:48,0
1998-06-15,2058,,a,21:12:32,1
1983-09-19,9907,,b,13:21:14,0
1988-02-19,1879,,a,13:42:18,0
1998-06-10,1099,2,b,02:00:46,0
2003-03-26,1811,,b,22:49:15,0
1990-09-16,6599,6,c,14:05:48,0
1970-12-28,259,4,b,23:09:09,0
1976-08-15,6402,0,a,01:19:30,1
2010-06-03,5053,0,c,15:31:43,0
1984-12-08,731,,b,02:50:46,1
1997-12-18,4431,,c,04:25:26,0
1992-10-17,6405,2,b,13:12:02,0
1980-01-09,5340,,a,15:25:45,1
2012-06-08,9400,8,c,05:42:05,0
2000-08-15,7380,,c,11:25:34,0
1980-10-24,8822,7,b,13:43:55,0
2006-01-06,8206,7,b,17:18:38,0
2006-03-21,2591,,a,05:26:21,0
2015-12-19,6447,2,b,09:38:17,0
2003-06-29,6282,,a,06:23:07,0
1979-02-02,2781,5,a,22:31:20,1
1971-09-16,4379,1,b,14:03:57,0
2019-05-23,8298,,c,14:41:54,0
1999-01-08,8569,,a,23:14:05,0
2010-04-11,6167,,a,01:04:46,0
1979-07-26,5199,,c,02:23:12,0
1976-02-15,2422,3,b,00:55:10,0
1978-03-04,8082,4,a,03:39:05,1
2001-12-14,860,,b,12:31:09,0
1985-03-12,3235,,b,17:36:52,0
2007-01-05,8845,,a,03:22:19,0
2019-01-15,1744,1,b,01:36:26,0
1982-03-18,3554,,a,02:44:17,0
1989-03-17,7518,,c,15:37:26,0
2013-01-20,5672,,b,14:21:54,0
1980-02-25,525,4,a,11:36:02,1
2014-11-26,7638,,c,06:28:12,0
2000-05-04,2039,,a,01:12:19,1
1992-07-23,9396,3,b,06:14:23,0
1996-12-08,6665,,c,21:33:15,0
1999-09-11,6070,,c,23:09:53,0
1989-06-03,2639,,a,22:55:23,0
2018-01-31,470,,a,10:04:17,1
1984-06-07,8337,,b,16:40:25,0
1975-07-08,7707,5,b,19:29:10,0
1987-05-09,2097,,b,20:54:23,0
2001-04-21,8445,,b,04:07:57,0
1987-11-10,2594,,b,10:50:13,0
2014-08-05,7322,,b,21:40:32,0
2013-04-01,3769,,b,04:40:27,0
1985-02-02,3522,9,b,02:30:17,0
1985-03-03,4527,2,b,08:44:14,0
2019-03-23,4980,,c,20:33:40,0
1990-09-28,9473,,b,09:12:45,0
2009-08-01,9869,6,c,12:38:06,0
1998-02-22,2604,,a,01:49:39,0
1996-06-01,6824,4,b,15:03:42,0
1991-04-20,3929,5,a,04:47:21,0
1977-06-06,8906,,a,14:42:59,0
2012-05-29,8405,,c,02:45:56,0
1999-05-09,3709,0,b,10:21:38,0
1992-03-31,9694,9,c,05:36:26,0
1992-04-08,5450,7,b,02:57:18,0
2013-05-22,2596,2,a,12:52:58,0
1970-07-03,305,1,c,09:49:40,0
1995-07-14,3124,,a,08:51:27,1
1972-06-16,1337,,c,12:58:19,0
2003-06-13,4267,,c,19:02:50,0
1987-05-07,3980,3,a,06:05:58,0
1991-03-13,7138,2,b,14:50:37,0
1993-12-28,6275,3,b,13:31:16,0
1981-09-23,2280,9,a,23:11:05,1
1984-09-15,8856,3,a,17:41:41,0
1998-02-20,5882,,c,16:13:47,0
1970-10-15,9974,,a,05:41:55,0
2009-07-19,4253,,a,14:39:46,0
2018-10-16,3438,,a,17:33:14,0
1996-10-28,2441,3,c,00:08:12,0
1995-10-31,5168,,c,10:15:02,0
1977-12-09,3267,,a,03:06:00,1
2009-12-25,4197,8,b,16:43:40,0
1991-03-25,72,,a,20:23:42,1
2010-04-30,6985,3,c,23:46:19,0
2003-09-14,1334,,c,03:39:16,0
1973-06-02,8947,,b,22:31:56,0
1976-12-06,5254,9,a,10:20:55,0
1981-05-20,9568,,b,19:46:04,0
2018-03-14,1385,,c,00:43:10,0
2013-06-22,8566,,b,10:02:04,0
1987-03-02,4772,6,b,20:19:08,0
2017-02-19,9541,,a,10:44:27,0
1979-11-18,3685,5,a,12:40:49,0
2011-01-11,8648,1,a,17:22:21,1
1970-01-20,5525,,a,00:45:53,0
1998-02-05,6835,,c,22:22:43,0
1993-08-06,9964,,c,09:25:07,0
1972-05-20,3915,,c,05:07:57,0
